,0
segment23_Az_median,0.026216015
segment9_Az_median,0.022939257
segment10_Az_median,0.02236881
segment12_Az_std,0.020006415
segment5_Az_median,0.017343258
segment12_Az_median,0.016649175
segment16_Gx_max,0.016109757
segment12_Gx_max,0.014993542
segment21_Gx_max,0.013730783
segment13_Az_median,0.012930077
segment4_Gy_mean,0.012006385
segment6_Gy_mean,0.011876814
segment17_Az_std,0.011355239
segment8_Az_median,0.010674759
segment25_Ax_std,0.0102614295
segment11_Gz_std,0.009851249
segment23_Gz_median,0.00860714
segment7_Az_median,0.008412889
segment18_Az_std,0.008371883
segment20_Gz_mean,0.008113056
segment25_Ax_min,0.008038505
segment26_Gz_median,0.007972809
segment14_Gx_max,0.007941077
segment8_Ax_std,0.007919093
segment20_Az_std,0.0075080995
segment16_Gz_mean,0.007149181
segment7_Ay_max,0.0070703677
segment18_Az_mean,0.007052589
segment19_Az_median,0.00667276
segment1_Az_mean,0.006307758
segment14_Az_std,0.0063002473
segment15_Gz_median,0.0062826187
segment14_Gz_median,0.006212547
segment1_Ax_max,0.0060884226
segment7_Ax_max,0.005889193
segment26_Ay_max,0.0058236346
segment13_Gz_std,0.00553196
segment21_Ay_std,0.005448708
segment5_Gz_std,0.005312257
segment13_Az_std,0.005039629
segment4_Az_std,0.0050139353
segment1_Ax_median,0.005005896
segment10_Ax_std,0.004894468
segment9_Ax_std,0.004866681
segment10_Gz_mean,0.0048280954
segment3_Gx_max,0.004806289
segment3_Az_max,0.0046476657
segment26_Ax_mean,0.0045737918
segment15_Az_median,0.004539514
segment12_Ax_std,0.004520074
segment4_Az_median,0.0044622906
segment6_Ay_std,0.0044429204
segment8_Az_mean,0.004388519
segment0_Ay_median,0.004384356
segment12_Ax_mean,0.0043515284
segment23_Az_min,0.0042579486
segment24_Az_max,0.0041144085
segment21_Gy_mean,0.0040863953
segment25_Az_median,0.004082683
segment23_Ay_median,0.0040517524
segment1_Ay_mean,0.0040464983
segment22_Az_mean,0.004022564
segment8_Az_min,0.004010864
segment17_Ay_max,0.003949237
segment14_Gx_std,0.0039096037
segment5_Ax_max,0.00389465
segment24_Ay_min,0.0038648194
segment1_Az_median,0.0038500533
segment12_Gz_median,0.0038186687
segment26_Ax_std,0.0038163497
segment21_Ay_mean,0.003784331
segment20_Gx_max,0.0036695828
segment10_Gz_median,0.0035156505
