,0
mode,3.8207394265542836
swing9_median_az,2.7896679466614436
swing6_median_az,2.3314110730298085
swing13_median_az,2.023349945079674
swing23_median_az,1.3323240567057502
swing11_median_az,1.2821342880983135
swing17_median_az,1.2597025439359897
swing14_median_az,1.234128405619783
swing20_mean_ax,1.1506703319389184
swing22_rms_ax,1.1463903430913298
swing24_rms_ax,1.0644873553513874
swing10_min_gy,0.9885746340271214
swing18_rms_ax,0.9429478046233695
swing8_median_az,0.9205793710784071
swing18_std_az,0.8534954326352018
swing24_median_gx,0.8262712643575889
swing8_mean_ax,0.811864961344536
swing21_std_az,0.7723511269720613
swing8_rms_ax,0.7540317541654326
swing10_std_az,0.7067471004262094
swing26_median_az,0.7044698210152947
swing19_median_az,0.6836356904763937
swing21_median_az,0.6664224250669206
swing10_median_gz,0.644177535647071
swing20_median_gy,0.6313642751077595
swing8_max_ay,0.6081964430593669
swing19_rms_ax,0.6081359350237863
swing11_rms_ax,0.6079221768474853
swing25_min_gy,0.6039325401530508
swing22_mean_ax,0.5975328899104116
swing5_rms_ax,0.5838230544972236
swing18_max_ay,0.5833497115973589
swing9_mean_gz,0.5818462228640812
swing21_mean_ax,0.579667441440172
swing16_rms_ax,0.571123975514676
swing15_rms_ax,0.5710678778853748
swing23_rms_az,0.5566438997825148
swing21_rms_ax,0.5549476028547071
swing9_std_az,0.5511075606598363
swing16_min_ax,0.5466023898353811
swing11_max_ay,0.5447125500274297
swing19_std_az,0.5364039984159131
swing6_median_gz,0.5357643738737902
swing24_median_az,0.5314446364621926
swing19_median_gx,0.5240443875197021
swing12_rms_ax,0.5150541418746838
swing13_rms_ax,0.5027697535873663
swing14_rms_ax,0.5024475939380249
swing7_median_az,0.49763355354193783
swing25_median_gy,0.485802031076964
swing27_median_gy,0.48450505655548476
swing21_mean_az,0.4762491556912138
swing19_max_ay,0.4710110675584295
swing9_std_ay,0.461263737500032
swing27_max_az,0.4607357776027856
swing13_rms_az,0.4573728049174886
swing25_std_az,0.4541104989422255
swing25_rms_az,0.4438306665377391
swing22_rms_gy,0.4402640905612979
swing10_median_gx,0.43889058778503975
swing23_mean_gz,0.4314483065113923
swing6_max_ay,0.4280336874905286
swing15_rms_gx,0.41803671928207764
swing22_mean_gy,0.41690493929976924
swing17_std_gx,0.4161844919354181
swing26_rms_ax,0.41471612274132114
swing5_mean_ax,0.409373097193478
swing27_median_az,0.40048353103525464
swing8_median_gz,0.3963655219016319
swing27_min_ay,0.39344461779855616
swing5_median_ay,0.386027315809227
swing23_rms_gz,0.38169741245923827
swing21_mean_gy,0.3786088534951722
swing19_median_gy,0.37480557127568603
swing12_median_ay,0.37440718897519476
swing10_rms_ax,0.3621370881046635
swing5_std_gy,0.35936362108617337
swing18_min_ay,0.3568312728316758
swing14_mean_gy,0.35531366807556336
swing9_rms_ax,0.35504935224759165
swing14_mean_ay,0.3510086668067826
swing20_mean_gz,0.3497049894792469
swing20_median_gx,0.3463420992716738
swing25_max_ay,0.3461899540508842
swing26_mean_gy,0.34523979501058116
swing9_mean_ax,0.34135873574702846
swing22_median_gz,0.3388917577693541
swing19_mean_az,0.3386245782044923
swing27_mean_ay,0.33776254035668607
swing19_mean_ax,0.3338070030512076
swing18_median_gz,0.32714156517536347
swing13_mean_az,0.3264332614032453
swing19_std_ax,0.3261579137585559
swing26_std_az,0.32602499256069695
swing22_max_ay,0.3242895674082876
swing22_median_gy,0.3227998458583049
swing17_rms_ax,0.31348202203371367
swing12_std_az,0.31088197068821444
swing9_max_ay,0.30614272971809187
swing25_rms_gz,0.3055200159425884
swing12_max_ay,0.30124341479643646
swing15_std_ax,0.30101752958371497
swing11_max_ax,0.29785711685647137
swing14_std_az,0.2926628142254068
swing6_rms_gz,0.2895895070327501
swing18_std_ax,0.28913455905081537
swing15_max_ay,0.2879303753834945
swing19_max_ax,0.2796017061300544
swing10_median_gy,0.27902706251483816
swing22_mean_gz,0.2765410749732423
swing20_mean_gy,0.27346699859376616
swing6_rms_gx,0.27191030864550053
swing7_max_ay,0.27147812512464187
swing9_max_ax,0.2678393743955792
swing14_mean_az,0.2659925910682103
swing21_min_gy,0.2653331869578759
swing18_mean_ax,0.26235512328309046
swing17_std_ay,0.2602786877759842
test_time,0.25922841125427654
swing16_median_az,0.25421143406003194
swing21_rms_az,0.254017923200643
swing23_max_ay,0.2531777663724239
swing22_rms_az,0.25150103468819923
swing12_median_gx,0.24958748893042867
swing17_mean_gz,0.24925660370609748
swing26_max_ay,0.24729395173528723
swing22_std_gz,0.24566542428646707
swing24_min_ay,0.24507835002710518
swing13_min_az,0.24335963313001377
swing12_min_az,0.23835566369678135
swing19_std_gy,0.2376556071879492
swing6_mean_az,0.23559968763703049
swing7_median_gy,0.234948927540762
swing22_median_az,0.23312383903422354
swing16_rms_az,0.22830948220701527
swing23_mean_gy,0.22696419465983056
swing9_rms_gy,0.2250512677425114
swing7_median_gz,0.22415110598347723
swing14_max_ay,0.22243801313271364
swing13_mean_ay,0.22216855727162232
swing9_rms_gz,0.22040364474708596
swing26_mean_ax,0.22005814973700152
swing16_mean_az,0.21976059231837314
swing27_std_gx,0.21975099658592562
swing17_median_gx,0.21687360256585164
swing16_rms_gy,0.21620199562513748
swing13_median_gy,0.21517160476518923
swing23_max_ax,0.2150133470750531
swing10_max_az,0.2141190736379737
swing13_mean_ax,0.212175849416025
swing22_min_az,0.20993822584454877
swing18_std_gx,0.20954031876903134
swing9_median_ay,0.2080371891800849
swing8_median_ay,0.20723183316628038
swing14_std_gy,0.19932208262391668
