,0
segment20_Az_median,0.01688560656611856
segment8_Az_median,0.01430892983542339
segment5_Az_median,0.01259383506956462
segment7_Az_median,0.012143395312793116
segment21_Az_median,0.010850944341357947
segment10_Az_median,0.009321528527765735
segment9_Az_median,0.009298660985449767
segment15_Az_median,0.009108353214438498
segment11_Az_median,0.008571622167273658
segment4_Az_median,0.008546489204740947
segment22_Az_median,0.008523670357879985
segment25_Az_median,0.008499799235399315
segment17_Az_std,0.008226072643335278
segment12_Az_median,0.008188427595016394
segment17_Az_median,0.008156645733212224
segment23_Az_median,0.008139697852994957
segment3_Az_median,0.008004135070201451
segment14_Az_median,0.007488874019868883
segment18_Az_median,0.007480974889492807
segment20_Az_std,0.00721801876655507
segment12_Ax_std,0.007082956671984165
segment2_Az_median,0.0069187129497868035
segment13_Az_median,0.006906482450664012
segment1_Az_mean,0.006580682638356682
segment26_Az_median,0.006525804255188736
segment4_Az_std,0.006113004190858711
segment24_Az_median,0.005991133400763231
segment1_Az_median,0.005906527429784708
segment17_Az_mean,0.005828191696010564
segment19_Ax_std,0.0057426083925347995
segment19_Az_median,0.005620693210494671
segment0_Az_median,0.0056188818468035
segment17_Ax_mean,0.0053645981607406005
segment12_Az_std,0.005279200547743104
segment20_Ax_mean,0.0052187965438955045
segment3_Ax_mean,0.005026966856406507
segment6_Az_median,0.004949648463557907
segment12_Ax_mean,0.0046495731197311535
segment8_Ax_std,0.00461308604794056
segment8_Ax_mean,0.004577077268197715
segment6_Ax_mean,0.004575127192701138
segment15_Ax_std,0.0045728238889712084
segment18_Az_std,0.004543576000594165
segment16_Az_median,0.004508748183504368
segment16_Az_std,0.004484216951939285
segment8_Az_std,0.004350592425211139
segment17_Ax_std,0.004336124208709369
segment14_Ax_mean,0.004281838674605613
segment9_Ax_mean,0.004266604420558411
segment13_Ax_std,0.00405138820445607
segment6_Ax_std,0.0040033383244302305
segment21_Ax_mean,0.0038079909806175306
segment8_Az_mean,0.003785940358536272
segment11_Ax_mean,0.003622688642733809
segment2_Az_mean,0.003622135933081288
segment9_Ax_std,0.003571311319879266
segment21_Az_std,0.0034161298887050873
segment7_Az_mean,0.0033886218791115753
segment4_Az_mean,0.0033471219684647158
segment20_Gz_median,0.003342329768036629
segment19_Az_std,0.0033336813698763307
segment18_Az_max,0.0033052492743759244
segment14_Ax_std,0.0032218282395004767
segment24_Ax_mean,0.003208542258862067
segment16_Ax_mean,0.0031503204908860318
segment18_Gx_max,0.0030913295591117186
segment9_Gx_median,0.0030891566217225376
segment19_Ax_mean,0.0029999164101043967
segment22_Ax_std,0.0029098053075203158
segment25_Ax_std,0.002900093223094807
segment24_Az_std,0.0028747622415053707
segment21_Ax_std,0.002866961030244739
segment11_Az_std,0.002836991281895151
segment6_Az_std,0.002825525811294533
segment5_Az_std,0.0028090582287289005
segment7_Ax_mean,0.0027833364363115762
segment13_Gx_median,0.002747600143174065
segment16_Ax_std,0.00272027190170605
segment1_Az_std,0.0027197606347586813
segment23_Ax_mean,0.0026762933590673745
segment26_Ax_std,0.0026670828675455995
segment16_Gx_median,0.0026186763477520462
segment15_Az_std,0.0026064938834099495
segment23_Ax_std,0.002606248670902967
segment25_Gy_mean,0.002562200628078147
segment22_Az_std,0.0025477270039400545
segment10_Ay_min,0.0024999463229932613
segment18_Ax_mean,0.0024711382769792827
segment5_Ax_mean,0.002459734549155989
segment9_Az_std,0.0024401518706944738
segment10_Ax_std,0.002420000130461095
segment23_Az_std,0.0024178079699733075
segment11_Az_mean,0.002417120956749567
segment3_Az_mean,0.0023452598684822325
segment3_Az_std,0.0023353816167401864
segment18_Ax_std,0.0023351567338994947
segment20_Az_mean,0.0022989856118001985
segment14_Az_mean,0.002283907354218631
segment22_Gy_mean,0.0022037020353862483
segment16_Gx_max,0.0021918324653975377
segment20_Gz_mean,0.0021781105665036795
segment26_Az_std,0.0021340374398294256
segment0_Ax_mean,0.0021319247409560082
segment7_Az_std,0.002127612867326004
segment17_Gx_max,0.002123231542774502
segment13_Az_std,0.0021210102918134883
segment19_Gx_median,0.002112918246519334
segment5_Gx_std,0.00210984792212327
segment25_Ax_mean,0.002080648059514378
segment6_Az_mean,0.0020720652793797373
segment24_Gx_median,0.0020647640832838553
segment18_Az_mean,0.002034747876588838
segment6_Gy_mean,0.0020338526788043305
segment13_Ay_mean,0.002021282976458045
segment15_Gx_median,0.002015628646635137
segment0_Ay_median,0.001987612613099195
segment14_Gx_std,0.0019131141096218965
segment14_Gy_min,0.0019089688923755771
segment12_Gx_max,0.001901448204441553
segment14_Az_std,0.001883203931798256
segment24_Gy_mean,0.0018637288533470521
segment4_Ax_std,0.001833950863331742
segment16_Ay_mean,0.0018334429011584398
segment8_Gz_mean,0.0018136951882038754
segment24_Ay_min,0.001758348915182962
segment24_Gy_min,0.0017471165580674433
segment26_Ax_mean,0.0017390444034163944
segment2_Gy_min,0.001734534390294978
segment25_Gx_max,0.0017266217110489953
segment11_Ax_std,0.0017248916859242177
segment9_Gz_median,0.0017160021431379048
segment4_Gx_std,0.001711925630672309
segment13_Az_mean,0.0017024640762429413
segment7_Gx_max,0.0016990450587249697
segment12_Az_mean,0.0016892741686762472
segment6_Gz_mean,0.0016853609860792889
segment2_Gy_mean,0.0016738134592975242
segment7_Gy_median,0.0016464147783596967
segment7_Ax_std,0.0016457833191882035
segment26_Ay_max,0.0016351786728618705
segment0_Ay_mean,0.001630730826324725
segment23_Gx_median,0.0016249695681416726
segment1_Gx_median,0.0016202130487940813
segment4_Ax_mean,0.0016139600885810893
segment19_Az_mean,0.0016113553630011084
segment14_Gy_mean,0.0016038273156754254
segment19_Gy_mean,0.0015988024858738844
segment5_Gy_min,0.0015953290413317984
segment14_Gx_max,0.0015863224417201312
segment4_Gz_mean,0.0015720712347507004
segment25_Gx_std,0.0015698429491019506
segment25_Az_std,0.001563130392649516
segment13_Gx_max,0.0015391135790337313
segment5_Gx_max,0.001537707633087408
segment17_Ay_mean,0.0015327877238285614
segment13_Ay_min,0.001519424274239311
segment26_Gy_std,0.0015147756779947908
segment21_Gy_mean,0.0015075462433452608
segment11_Gx_median,0.0015030685176201067
segment16_Az_mean,0.0015019257090885833
segment21_Ay_min,0.0014887980165298527
segment5_Ax_max,0.0014792712407670284
segment19_Ay_mean,0.001474564731092568
mode,0.0014679535642042733
segment7_Ax_max,0.0014538472725516285
segment11_Gy_mean,0.0014495385115118964
segment21_Ay_mean,0.0014429440877911331
segment5_Ay_mean,0.0014324927530261363
segment10_Gy_mean,0.0014268246314018535
segment0_Gy_median,0.0014256881642177957
segment9_Gy_min,0.0014110530706585918
segment2_Gx_median,0.0013942099368792614
segment25_Gx_mean,0.0013932467943660333
segment3_Gy_mean,0.0013883285103053786
segment26_Gy_min,0.0013882899919590872
segment2_Ax_std,0.0013845819784950623
segment24_Gy_median,0.0013832687546109052
segment18_Gx_median,0.0013695962921667388
segment2_Gz_mean,0.0013672154792222374
segment10_Ax_mean,0.0013612134112468352
segment9_Gz_mean,0.0013588526371680733
segment11_Gy_min,0.0013530717034071693
segment20_Gy_mean,0.0013467651846520384
segment15_Ax_mean,0.001327298991324638
segment21_Gz_mean,0.0013207832074382312
segment14_Gz_mean,0.001319158497891004
segment26_Az_max,0.001313135982674869
segment0_Ax_median,0.001301359840723108
segment9_Gy_median,0.0012932606013043016
segment13_Ax_mean,0.001287680838217494
segment15_Ay_min,0.00128553297099266
segment16_Gz_mean,0.0012767209524000259
segment21_Gx_max,0.001273372210489122
segment1_Ax_mean,0.0012681997509574865
segment23_Ay_std,0.0012676661932399134
segment21_Gz_median,0.001264266897437417
segment8_Ay_max,0.0012489714517999058
segment23_Ay_mean,0.0012472733166306149
segment6_Gy_min,0.0012470869693978002
segment21_Gy_median,0.0012440054359775478
segment6_Gx_std,0.0012421787794974612
segment22_Gy_min,0.0012409576118687141
segment7_Gz_median,0.001238509810545904
segment11_Az_max,0.0012262777252500104
segment4_Gx_max,0.0012230012491262713
segment14_Ay_mean,0.0012173865787015962
segment25_Ay_mean,0.0012158824619480316
segment17_Gy_mean,0.001202656162641011
segment19_Gz_mean,0.0012016436452645086
segment0_Gx_median,0.0012011254527750101
segment7_Gy_mean,0.0011959081015750434
segment22_Gx_median,0.00119417496364829
segment14_Ay_max,0.0011910869174887682
segment19_Ay_min,0.0011898025426136773
segment5_Az_max,0.0011895242919312792
segment12_Ay_std,0.0011859156935858507
segment5_Gy_median,0.001183520229777189
segment0_Gy_mean,0.00118308302673059
segment15_Gz_mean,0.001180619537280498
segment7_Gx_std,0.001180201134418367
segment20_Gx_median,0.0011786480793255561
segment23_Ay_min,0.0011748308624381911
segment17_Ay_min,0.0011724683051724397
segment16_Gx_std,0.0011721938341256973
segment3_Gx_max,0.0011677255265811605
segment20_Gx_max,0.0011665254606498664
segment10_Ay_max,0.0011645796114727242
segment3_Ay_std,0.0011621500200515993
segment9_Ay_min,0.00115958890175621
segment24_Gx_max,0.001158640851966872
segment1_Ax_std,0.0011541900613554078
segment7_Gx_median,0.001150804144163746
segment0_Az_std,0.0011479814721554146
segment15_Az_mean,0.0011470109620295881
segment18_Ay_mean,0.001145486001568983
segment17_Ay_median,0.0011404909598003873
segment7_Gy_std,0.0011378248293884704
segment22_Ay_mean,0.001136168005363957
segment13_Ay_max,0.0011333298010370333
